Institution Name;English Institution Name;Country Code;Institution Category - English;Total students enrolled ISCED 5-7;Total students enrolled at ISCED 8
The University of Brighton;The University of Brighton;UK;University;21220;430
The University of Bristol;The University of Bristol;UK;University;21530;2060
Brunel University London;Brunel University London;UK;University;12595;530
Buckinghamshire New University;Buckinghamshire New University;UK;University;8830;40
The University of Buckingham;The University of Buckingham;UK;University;2325;195
The University of Cambridge;The University of Cambridge;UK;University;14650;5305
The Institute of Cancer Research;The Institute of Cancer Research;UK;University;130;145
Canterbury Christ Church University;Canterbury Christ Church University;UK;University;14630;570
University of Central Lancashire;University of Central Lancashire;UK;University;23485;680
Royal Central School of Speech & Drama;Royal Central School of Speech & Drama;UK;University;1075;20
University of Chester;University of Chester;UK;University;14905;420
The University of Chichester;The University of Chichester;UK;University;5445;95
City, University of London;City, University of London;UK;University;18885;520
Courtauld Institute of Art;Courtauld Institute of Art;UK;University college;440;55
Coventry University;Coventry University;UK;University;31145;540
Cranfield University;Cranfield University;UK;University;3095;840
University for the Creative Arts;University for the Creative Arts;UK;University;6140;40
University of Cumbria;University of Cumbria;UK;University;8545;90
De Montfort University;De Montfort University;UK;University;22735;470
University of Derby;University of Derby;UK;University;17325;260
University of Durham;University of Durham;UK;University;16900;1480
University of East Anglia;University of East Anglia;UK;University;16210;985
University of East London;University of East London;UK;University;12805;415
Edge Hill University;Edge Hill University;UK;University;15065;155
The University of Essex;The University of Essex;UK;University;13925;655
The University of Exeter;The University of Exeter;UK;University;21685;1490
Falmouth University;Falmouth University;UK;University college;5360;25
University of Gloucestershire;University of Gloucestershire;UK;University;8245;260
Goldsmiths, University of London;Goldsmiths, University of London;UK;University;8950;395
The University of Greenwich;The University of Greenwich;UK;University;19480;430
Harper Adams University;Harper Adams University;UK;University college;5350;60
University of Hertfordshire;University of Hertfordshire;UK;University;24085;490
Heythrop College;Heythrop College;UK;University;410;15
The University of Huddersfield;The University of Huddersfield;UK;University;17210;1070
The University of Hull;The University of Hull;UK;University;15765;765
Imperial College London;Imperial College London;UK;University;13550;4140
Keele University;Keele University;UK;University;10190;410
The University of Kent;The University of Kent;UK;University;19080;1135
"King's College London";"King's College London";UK;University;28155;2415
Kingston University;Kingston University;UK;University;19025;445
The University of Lancaster;The University of Lancaster;UK;University;12150;1465
Leeds Beckett University;Leeds Beckett University;UK;University;24385;500
The University of Leeds;The University of Leeds;UK;University;30805;2495
Leeds Trinity University;Leeds Trinity University;UK;University college;3560;65
The University of Leicester;The University of Leicester;UK;University;15490;1305
The University of Lincoln;The University of Lincoln;UK;University;13690;405
Liverpool Hope University;Liverpool Hope University;UK;University;5090;150
Liverpool John Moores University;Liverpool John Moores University;UK;University;21865;575
The University of Liverpool;The University of Liverpool;UK;University;25035;2040
University of the Arts London;University of the Arts London;UK;University;18075;215
London Business School;London Business School;UK;University;1990;70
London Metropolitan University;London Metropolitan University;UK;University;11925;220
London South Bank University;London South Bank University;UK;University;17720;265
London School of Economics and Political Science;London School of Economics and Political Science;UK;University;10710;495
London School of Hygiene and Tropical Medicine;London School of Hygiene and Tropical Medicine;UK;University;910;435
Loughborough University;Loughborough University;UK;University;16100;1030
Manchester Metropolitan University;Manchester Metropolitan University;UK;University;32315;695
The University of Manchester;The University of Manchester;UK;University;36860;3625
Middlesex University;Middlesex University;UK;University;18430;1080
Newcastle University;Newcastle University;UK;University;22920;2060
Newman University;Newman University;UK;University college;2830;a
The University of Northampton;The University of Northampton;UK;University;12625;225
Northumbria University;Northumbria University;UK;University;26045;625
Norwich University of the Arts;Norwich University of the Arts;UK;University college;2180;5
University of Nottingham;University of Nottingham;UK;University;29570;2945
Nottingham Trent University;Nottingham Trent University;UK;University;28665;710
The Open University;The Open University;UK;University;121120;505
Oxford Brookes University;Oxford Brookes University;UK;University;17415;385
The University of Oxford;The University of Oxford;UK;University;19570;5080
University of St Mark and St John;University of St Mark and St John;UK;University college;2390;15
University of Plymouth;University of Plymouth;UK;University;21020;620
The University of Portsmouth;The University of Portsmouth;UK;University;22880;625
Queen Mary University of London;Queen Mary University of London;UK;University;17665;1225
The University of Reading;The University of Reading;UK;University;14740;1095
Roehampton University;Roehampton University;UK;University;9930;275
Royal Academy of Music;Royal Academy of Music;UK;University college;800;20
Royal Agricultural University;Royal Agricultural University;UK;University college;1260;20
Royal College of Art;Royal College of Art;UK;University college;1660;195
Royal College of Music;Royal College of Music;UK;University college;785;25
Royal Holloway, University of London;Royal Holloway, University of London;UK;University;9685;640
Royal Northern College of Music;Royal Northern College of Music;UK;University college;930;25
Royal Veterinary College;Royal Veterinary College;UK;University;2260;110
"St George's, University of London";"St George's, University of London";UK;University;4755;100
"St Mary's University, Twickenham";"St Mary's University, Twickenham";UK;University college;5455;75
The University of Salford;The University of Salford;UK;University;19380;615
SOAS, University of London;SOAS, University of London;UK;University;5890;470
Sheffield Hallam University;Sheffield Hallam University;UK;University;30315;505
The University of Sheffield;The University of Sheffield;UK;University;26130;2585
Southampton Solent University;Southampton Solent University;UK;University;10995;65
The University of Southampton;The University of Southampton;UK;University;22725;2460
Staffordshire University;Staffordshire University;UK;University;14725;185
The University of Sunderland;The University of Sunderland;UK;University;12830;195
The University of Surrey;The University of Surrey;UK;University;15050;1015
The University of Sussex;The University of Sussex;UK;University;15730;960
Teesside University;Teesside University;UK;University;18325;230
The University of West London;The University of West London;UK;University;10270;120
University College London;University College London;UK;University;32190;5715
The University of Warwick;The University of Warwick;UK;University;23375;1675
University of the West of England, Bristol;University of the West of England, Bristol;UK;University;27405;475
The University of Westminster;The University of Westminster;UK;University;19380;275
The University of Winchester;The University of Winchester;UK;University;7345;195
The University of Wolverhampton;The University of Wolverhampton;UK;University;19225;335
University of Worcester;University of Worcester;UK;University;10615;130
York St John University;York St John University;UK;University;5855;90
The University of York;The University of York;UK;University;16460;1445
Aberystwyth University;Aberystwyth University;UK;University;8135;325
Bangor University;Bangor University;UK;University;10700;565
Cardiff University;Cardiff University;UK;University;29740;1855
Cardiff Metropolitan University;Cardiff Metropolitan University;UK;University;10770;220
Glyndwr University;Glyndwr University;UK;University;6365;50
Swansea University;Swansea University;UK;University;18255;905
The University of Aberdeen;The University of Aberdeen;UK;University;13005;1145
University of Abertay Dundee;University of Abertay Dundee;UK;University;3755;95
The University of Dundee;The University of Dundee;UK;University;14795;590
The University of Edinburgh;The University of Edinburgh;UK;University;28535;3370
Glasgow Caledonian University;Glasgow Caledonian University;UK;University;15985;435
The University of Glasgow;The University of Glasgow;UK;University;26320;2300
Heriot-Watt University;Heriot-Watt University;UK;University;9705;800
Edinburgh Napier University;Edinburgh Napier University;UK;University;12650;265
Queen Margaret University;Queen Margaret University;UK;University;5095;115
The Robert Gordon University;The Robert Gordon University;UK;University;12335;195
Royal Conservatoire of Scotland;Royal Conservatoire of Scotland;UK;University college;1130;25
The University of St Andrews;The University of St Andrews;UK;University;9425;905
The University of Stirling;The University of Stirling;UK;University;11500;565
The University of Strathclyde;The University of Strathclyde;UK;University;21280;1680
University of the Highlands and Islands;University of the Highlands and Islands;UK;University college;8640;80
The University of the West of Scotland;The University of the West of Scotland;UK;University;15520;440
"The Queen's University of Belfast";"The Queen's University of Belfast";UK;University;22085;1765
University of Ulster;University of Ulster;UK;University;24105;535
Guildhall School of Music and Drama;Guildhall School of Music and Drama;UK;University college;990;40
Leeds College of Art;Leeds College of Art;UK;University college;1425;a
Trinity Laban Conservatoire of Music and Dance;Trinity Laban Conservatoire of Music and Dance;UK;University college;1005;10
University of Wales Trinity Saint David;University of Wales Trinity Saint David;UK;University;9625;135
Liverpool School of Tropical Medicine;Liverpool School of Tropical Medicine;UK;University;375;60
University of South Wales;University of South Wales;UK;University;23155;310
Conservatoire for Dance and Drama;Conservatoire for Dance and Drama;UK;University college;1370;a
The Liverpool Institute for Performing Arts;The Liverpool Institute for Performing Arts;UK;University college;745;a
Ravensbourne College of Design and Communication;Ravensbourne College of Design and Communication;UK;University college;2280;a
Rose Bruford College of Theatre & Performance;Rose Bruford College of Theatre & Performance;UK;University college;725;a
University of Suffolk;University of Suffolk;UK;University college;5065;15
Writtle University College;Writtle University College;UK;University college;780;a
Glasgow School of Art;Glasgow School of Art;UK;University college;2150;45
Scotland’s Rural College – SRUC;Scotland’s Rural College – SRUC;UK;University college;1620;a
"St Mary's University College";"St Mary's University College";UK;University college;990;a
Stranmillis University College;Stranmillis University College;UK;University college;1480;a
The National Film and Television School;The National Film and Television School;UK;University college;275;a
Plymouth College of Art;Plymouth College of Art;UK;University college;1315;a
AA School of Architecture;AA School of Architecture;UK;Alternative provider;450;a
ABI College Limited;ABI College Limited;UK;Alternative provider;70;a
Access to Music Limited;Access to Music Limited;UK;Alternative provider;60;a
Academy of Live and Recorded Arts;Academy of Live and Recorded Arts;UK;Alternative provider;180;a
Apex College London;Apex College London;UK;Alternative provider;50;a
Arden University;Arden University;UK;Alternative provider;2460;a
Arts Educational Schools;Arts Educational Schools;UK;Alternative provider;245;a
BIMM Limited†;BIMM Limited†;UK;Alternative provider;4995;a
Bristol Baptist College;Bristol Baptist College;UK;Alternative provider;25;a
BPP University;BPP University;UK;Alternative provider;6040;a
Brit College;Brit College;UK;Alternative provider;545;a
Trinity College Bristol;Trinity College Bristol;UK;Alternative provider;120;a
UK College of Business and Computing;UK College of Business and Computing;UK;Alternative provider;955;a
