uni1,uni2,weight
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DEL MOLISE,4
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,UNIVERSITA DEGLI STUDI DEL MOLISE,4
ACCADEMIA DI BELLE ARTI DI ROMA,FINE ARTS ACADEMY OF VENICE,4
POLITECNICO DI BARI,FINE ARTS ACADEMY OF VENICE,4
POLITECNICO DI TORINO,FINE ARTS ACADEMY OF VENICE,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DI VERONA,4
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,UNIVERSITA PER STRANIERI DI PERUGIA,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DELLAQUILA,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DELLAQUILA,4
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,UNIVERSITA DEGLI STUDI DELLAQUILA,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,ACCADEMIA DI BELLE ARTI DI BOLOGNA,4
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,ACCADEMIA DI BELLE ARTI DI BOLOGNA,4
SCUOLA NORMALE SUPERIORE,UNIVERSITA DEGLI STUDI ROMA TRE,4
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI ROMA TRE,4
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,UNIVERSITA PER STRANIERI DI SIENA,4
FINE ARTS ACADEMY OF VENICE,UNIVERSITA PER STRANIERI DI SIENA,4
UNIVERSITA DEGLI STUDI DEL MOLISE,UNIVERSITA PER STRANIERI DI SIENA,4
UNIVERSITA DEGLI STUDI DI TORINO,IUM ACADEMY SCHOOL,4
UNIVERSITA DEGLI STUDI DI PARMA,IUM ACADEMY SCHOOL,4
UNIVERSITA DEGLI STUDI DI PAVIA,IUM ACADEMY SCHOOL,4
UNIVERSITA DEGLI STUDI DI PADOVA,LINK CAMPUS UNIVERSITY,4
UNIVERSITA DEGLI STUDI DI FIRENZE,LINK CAMPUS UNIVERSITY,4
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,LINK CAMPUS UNIVERSITY,4
UNIVERSITA DEGLI STUDI DI PARMA,LINK CAMPUS UNIVERSITY,4
UNIVERSITA DEGLI STUDI DI GENOVA,LINK CAMPUS UNIVERSITY,4
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,LINK CAMPUS UNIVERSITY,4
UNIVERSITA POLITECNICA DELLE MARCHE,UNIVERSITA TELEMATICA INTERNAZIONALEUNINETTUNO,4
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,UNIVERSITA TELEMATICA INTERNAZIONALEUNINETTUNO,4
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,UNIVERSITA TELEMATICA INTERNAZIONALEUNINETTUNO,4
UNIVERSITA DEGLI STUDI DI PERUGIA,UNIVERSITA TELEMATICA INTERNAZIONALEUNINETTUNO,4
UNIVERSITA DEGLI STUDI DELLINSUBRIA,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
UNIVERSITA DEGLI STUDI DI MACERATA,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
ACCADEMIA DI BELLE ARTI DI BRERA,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
UNIVERSITA DEGLI STUDI DELLA BASILICATA,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
UNIVERSITA CARLO CATTANEO  LIUC,UNIVERSITA DEGLI STUDI DI ENNA KORE,4
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
LIBERA UNIVERSITA DI LINGUE E COMUNICAZIONE IULM,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
UNIVERSITA VITASALUTE SAN RAFFAELE,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
ACCADEMIA DI BELLE ARTI DI CARRARA,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
UNIVERSITA COMMERCIALE LUIGI BOCCONI,UNIVERSITA DEGLI STUDI DI NAPOLI PARTHENOPE,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI GABRIELE DANNUNZIO DI CHIETIPESCARA,4
ACCADEMIA DI BELLE ARTI DI NAPOLI,UNIVERSITA DEGLI STUDI GABRIELE DANNUNZIO DI CHIETIPESCARA,4
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI TORINO,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI VERONA,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI ROMA TRE,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI GENOVA,LUM JEAN MONNET,4
LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI CATANIA,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI FOGGIA,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI TRIESTE,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,LUM JEAN MONNET,4
UNIVERSITA DEGLI STUDI DI MILANOBICOCCA,LUM JEAN MONNET,4
SSML GREGORIO VII,UNIVERSITA DEGLI STUDI DI MILANO,4
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI DI MILANO,4
EUROPEAN UNIVERSITY INSTITUTE,UNIVERSITA DEGLI STUDI DI MILANO,4
CONSERVATORIO DI MUSICA L REFICE,UNIVERSITA DEGLI STUDI DI MILANO,4
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI MILANO,4
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,UNIVERSITA DEL SALENTO,4
ACCADEMIA DI BELLE ARTI DI CARRARA,UNIVERSITA DEL SALENTO,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEL SALENTO,4
ACCADEMIA ALBERTINA DELLE BELLE ARTI,UNIVERSITA DEL SALENTO,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DI BRESCIA,4
FINE ARTS ACADEMY OF VENICE,UNIVERSITA DEGLI STUDI DI BRESCIA,4
SCUOLA NORMALE SUPERIORE,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,4
POLITECNICO DI BARI,UNIVERSITA CARLO CATTANEO  LIUC,4
UNIVERSITA DEGLI STUDI DELLAQUILA,UNIVERSITA CARLO CATTANEO  LIUC,4
UNIVERSITA PER STRANIERI DI PERUGIA,UNIVERSITA CARLO CATTANEO  LIUC,4
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,4
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,4
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI PALERMO,4
ACCADEMIA DI BELLE ARTI DI BOLOGNA,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,4
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,4
UNIVERSITA PER STRANIERI DI PERUGIA,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,4
UNIVERSITA DEGLI STUDI DI CAGLIARI,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,4
POLITECNICO DI MILANO,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA IUAV DI VENEZIA,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI PADOVA,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DI PISA,ACCADEMIA DI BELLE ARTI DI URBINO,4
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI CAGLIARI,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI TORINO,ACCADEMIA DI BELLE ARTI DI URBINO,4
POLITECNICO DI TORINO,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI SALERNO,ACCADEMIA DI BELLE ARTI DI URBINO,4
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,ACCADEMIA DI BELLE ARTI DI URBINO,4
ACCADEMIA DI BELLE ARTI  MACERATA,LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,4
ACCADEMIA DI BELLE ARTI DI ROMA,LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,4
ACCADEMIA DI BELLE ARTI DI URBINO,UNIVERSITA DEGLI STUDI DI CATANIA,4
SCUOLA NORMALE SUPERIORE,UNIVERSITA DEGLI STUDI DI CATANIA,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DI CATANIA,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DI MESSINA,4
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI DI MESSINA,4
UNIVERSITA IUAV DI VENEZIA,UNIVERSITA VITASALUTE SAN RAFFAELE,4
LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,UNIVERSITA VITASALUTE SAN RAFFAELE,4
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,4
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DELLINSUBRIA,4
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,UNIVERSITA DEGLI STUDI DELLINSUBRIA,4
UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,UNIVERSITA DEGLI STUDI DELLINSUBRIA,4
UNIVERSITA PER STRANIERI DI PERUGIA,UNIVERSITA DEGLI STUDI DELLINSUBRIA,4
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DELLINSUBRIA,4
UNIVERSITA IUAV DI VENEZIA,ACCADEMIA DI BELLE ARTI DI CARRARA,4
UNIVERSITA POLITECNICA DELLE MARCHE,ACCADEMIA DI BELLE ARTI DI CARRARA,4
FINE ARTS ACADEMY OF VENICE,ACCADEMIA DI BELLE ARTI DI CARRARA,4
ACCADEMIA DI BELLE ARTI DI BOLOGNA,ACCADEMIA DI BELLE ARTI DI CARRARA,4
UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,ACCADEMIA DI BELLE ARTI DI CARRARA,4
LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,ACCADEMIA DI BELLE ARTI DI CARRARA,4
UNIVERSITA DEGLI STUDI DI CASSINO E DEL LAZIO MERIDIONALE,ACCADEMIA DI BELLE ARTI DI CARRARA,4
ACCADEMIA DI BELLE ARTI DI URBINO,ACCADEMIA DI BELLE ARTI DI BRERA,4
UNIVERSITA PER STRANIERI DI PERUGIA,ACCADEMIA DI BELLE ARTI DI BRERA,4
UNIVERSITA DEGLI STUDI DEL MOLISE,ACCADEMIA DI BELLE ARTI DI BRERA,4
ACCADEMIA DI BELLE ARTI  MACERATA,ACCADEMIA DI BELLE ARTI DI BRERA,4
POLITECNICO DI BARI,UNIVERSITA COMMERCIALE LUIGI BOCCONI,4
UNIVERSITA DEGLI STUDI DI MESSINA,UNIVERSITA COMMERCIALE LUIGI BOCCONI,4
SCUOLA NORMALE SUPERIORE,UNIVERSITA COMMERCIALE LUIGI BOCCONI,4
UNIVERSITA DEGLI STUDI DI CASSINO E DEL LAZIO MERIDIONALE,UNIVERSITA COMMERCIALE LUIGI BOCCONI,4
UNIVERSITA DEGLI STUDI DELLA TUSCIA,UNIVERSITA COMMERCIALE LUIGI BOCCONI,4
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DI NAPOLI LORIENTALE,4
FINE ARTS ACADEMY OF VENICE,UNIVERSITA DEGLI STUDI DI NAPOLI LORIENTALE,4
ACCADEMIA DI BELLE ARTI DI URBINO,UNIVERSITA DEGLI STUDI DI SIENA,4
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,3
UNIVERSITA IUAV DI VENEZIA,UNIVERSITA CARLO CATTANEO  LIUC,3
UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,UNIVERSITA CARLO CATTANEO  LIUC,3
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,UNIVERSITA CARLO CATTANEO  LIUC,3
UNIVERSITA DEGLI STUDI DEL MOLISE,UNIVERSITA CARLO CATTANEO  LIUC,3
UNIVERSITA POLITECNICA DELLE MARCHE,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,3
UNIVERSITA DEGLI STUDI DI PADOVA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,3
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,3
UNIVERSITA IUAV DI VENEZIA,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,3
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,3
FINE ARTS ACADEMY OF VENICE,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,3
POLITECNICO DI TORINO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,3
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,3
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,3
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,3
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI DI GENOVA,3
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI GENOVA,3
UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA DEGLI STUDI DI TRENTO,ACCADEMIA DI BELLE ARTI DI URBINO,3
POLITECNICO DI BARI,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA DEGLI STUDI DELLA TUSCIA,ACCADEMIA DI BELLE ARTI DI URBINO,3
FINE ARTS ACADEMY OF VENICE,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA DEGLI STUDI DI GENOVA,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA CA FOSCARI VENEZIA,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA DEGLI STUDI DI PAVIA,ACCADEMIA DI BELLE ARTI DI URBINO,3
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,ACCADEMIA DI BELLE ARTI DI URBINO,3
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI DI CATANIA,3
FINE ARTS ACADEMY OF VENICE,UNIVERSITA VITASALUTE SAN RAFFAELE,3
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,UNIVERSITA VITASALUTE SAN RAFFAELE,3
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,UNIVERSITA VITASALUTE SAN RAFFAELE,3
UNIVERSITA CARLO CATTANEO  LIUC,UNIVERSITA VITASALUTE SAN RAFFAELE,3
POLITECNICO DI BARI,UNIVERSITA VITASALUTE SAN RAFFAELE,3
UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,UNIVERSITA VITASALUTE SAN RAFFAELE,3
UNIVERSITA PER STRANIERI DI PERUGIA,UNIVERSITA VITASALUTE SAN RAFFAELE,3
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,SAINT LOUIS MUSIC CENTER SRL,3
CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,SAINT LOUIS MUSIC CENTER SRL,3
CONSERVATORIO DI MUSICA SANTA CECILIA,SAINT LOUIS MUSIC CENTER SRL,3
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DI PISA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI DI SALERNO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI ROMA TRE,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI DI PARMA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,3
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,UNIVERSITA DEGLI STUDI DELLINSUBRIA,3
UNIVERSITA VITASALUTE SAN RAFFAELE,UNIVERSITA DEGLI STUDI DELLINSUBRIA,3
POLITECNICO DI BARI,ACCADEMIA DI BELLE ARTI DI CARRARA,3
POLITECNICO DI TORINO,ACCADEMIA DI BELLE ARTI DI CARRARA,3
ACCADEMIA DI BELLE ARTI DI ROMA,ACCADEMIA DI BELLE ARTI DI CARRARA,3
UNIVERSITA DEGLI STUDI DEL MOLISE,ACCADEMIA DI BELLE ARTI DI CARRARA,3
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,ACCADEMIA DI BELLE ARTI DI CARRARA,3
UNIVERSITA PER STRANIERI DI PERUGIA,ACCADEMIA DI BELLE ARTI DI CARRARA,3
UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,ACCADEMIA DI BELLE ARTI DI CARRARA,3
UNIVERSITA CARLO CATTANEO  LIUC,ACCADEMIA DI BELLE ARTI DI BRERA,3
ACCADEMIA DI BELLE ARTI LAQUILA,ACCADEMIA DI BELLE ARTI DI BRERA,3
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,ACCADEMIA DI BELLE ARTI DI BRERA,3
UNIVERSITA DEGLI STUDI DELLINSUBRIA,UNIVERSITA COMMERCIALE LUIGI BOCCONI,3
UNIVERSITA CARLO CATTANEO  LIUC,UNIVERSITA DEGLI STUDI DI NAPOLI LORIENTALE,3
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA DEGLI STUDI DI NAPOLI LORIENTALE,3
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI DI SIENA,3
ACCADEMIA DI BELLE ARTI DI CARRARA,UNIVERSITA DEGLI STUDI DI MACERATA,3
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,UNIVERSITA DEGLI STUDI DI MACERATA,3
UNIVERSITA CARLO CATTANEO  LIUC,UNIVERSITA DEGLI STUDI DEL SANNIO,3
FINE ARTS ACADEMY OF VENICE,UNIVERSITA DEGLI STUDI DEL SANNIO,3
ACCADEMIA DI BELLE ARTI DI BOLOGNA,UNIVERSITA DEGLI STUDI DEL SANNIO,3
ACCADEMIA DI BELLE ARTI DI CARRARA,UNIVERSITA DEGLI STUDI DEL SANNIO,3
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI DEL SANNIO,3
POLITECNICO DI TORINO,UNIVERSITA DELLA VALLE DAOSTA,3
ACCADEMIA DI BELLE ARTI DI BRERA,UNIVERSITA DELLA VALLE DAOSTA,3
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,UNIVERSITA DELLA VALLE DAOSTA,3
UNIVERSITA CA FOSCARI VENEZIA,UNIVERSITA DELLA VALLE DAOSTA,3
UNIVERSITA DEGLI STUDI DI BERGAMO,UNIVERSITA DELLA VALLE DAOSTA,3
UNIVERSITA DEGLI STUDI DI MACERATA,UNIVERSITA DELLA VALLE DAOSTA,3
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI FOGGIA,3
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,UNIVERSITA DEGLI STUDI DI FOGGIA,3
UNIVERSITA COMMERCIALE LUIGI BOCCONI,UNIVERSITA DEGLI STUDI DI FOGGIA,3
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,UNIVERSITA DEGLI STUDI DI TRIESTE,3
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA DEGLI STUDI DI TRIESTE,3
UNIVERSITA DEGLI STUDI DI BERGAMO,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
UNIVERSITA POLITECNICA DELLE MARCHE,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
UNIVERSITA IUAV DI VENEZIA,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
UNIVERSITA CA FOSCARI VENEZIA,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
UNIVERSITA DEGLI STUDI DI MACERATA,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
POLITECNICO DI BARI,ACCADEMIA ALBERTINA DELLE BELLE ARTI,3
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI DI PERUGIA,3
CONSERVATORIO DI MUSICA SANTA CECILIA,UNIVERSITA DEGLI STUDI DI PERUGIA,3
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO DI MUSICA L REFICE,3
UNIVERSITA DEGLI STUDI DELLA TUSCIA,CONSERVATORIO DI MUSICA L REFICE,3
UNIVERSITA DEGLI STUDI DI TORINO,CONSERVATORIO DI MUSICA L REFICE,3
UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI SASSARI,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI CAGLIARI,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DELLA TUSCIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI GENOVA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI MESSINA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DELLINSUBRIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI SIENA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI MACERATA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DELLA CALABRIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
POLITECNICO DI BARI,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
POLITECNICO DI TORINO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,3
UNIVERSITA DEGLI STUDI DELLAQUILA,LIBERA UNIVERSITA DI BOLZANO,3
UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,LIBERA UNIVERSITA DI BOLZANO,3
ACCADEMIA DI BELLE ARTI DI BRERA,LIBERA UNIVERSITA DI BOLZANO,3
ACCADEMIA ALBERTINA DELLE BELLE ARTI,LIBERA UNIVERSITA DI BOLZANO,3
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,LIBERA UNIVERSITA DI BOLZANO,3
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,3
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,3
ACCADEMIA DI BELLE ARTI DI BOLOGNA,UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,3
ACCADEMIA DI BELLE ARTI DI CARRARA,UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,3
ACCADEMIA ALBERTINA DELLE BELLE ARTI,UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,3
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO DI MUSICA GBMARTINI,3
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,CONSERVATORIO DI MUSICA GBMARTINI,3
UNIVERSITA CARLO CATTANEO  LIUC,UNIVERSITA DEGLI STUDI DI TERAMO,3
UNIVERSITA DELLA VALLE DAOSTA,UNIVERSITA DEGLI STUDI DI TERAMO,3
UNIVERSITA DEGLI STUDI DI CASSINO E DEL LAZIO MERIDIONALE,LIBERA UNIVERSITA DI LINGUE E COMUNICAZIONE IULM,3
